"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Serbia","942","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224.75081140206","106.304837802523","76.1202803962724","71.7588706960413","62.1783689746641","54.1091821240493","40.2968156254514","33.4359893310059","32.3766916732219","35.9523499316299","43.6790010124846","46.6088137670207","58.3162685601528","61.41768354377","72.2425841403279","76.7129706862243","78.3945208959889","77.6508580898772","75.1822544725526","71.8205828821935","68.5661246821452",
"Seychelles","718","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.19047686979186","6.23711518152055","7.23404400231636","4.48577696318015","4.94929039025858",,,"19.9953","23.7908","31.9577","42.6564","47.4895","68.1667","82.3621","90.6273","84.6246","79.8578","80.3534594072492","89.2231764389006","79.9051346119215","82.1797442580225","123.452647664742","133.522370976406","146.661016452017","143.012529538922","161.240344990056","159.786797121543","172.56104614309","201.269932523454","202.05171030371","175.715311372652","163.225828874269","144.064280078042","132.509258508308","130.748761259303","130.009426853477","121.292381693485","81.8939926970908","73.8522009355909","77.0994324214083","64.1140803031884","65.3259663127349","64.4979732703137","59.5054458894735","54.732850066546","49.8776204333046","45.9365528521743","43.0830674860886",
"Sierra Leone","724","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.0815","31.829","31.7791","37.4761","42.6052","42.8112","50.0057","55.7287","59.8542","57.2454","63.0025","72.9859","75.3305","80.0306","66.4948","88.2165","106.791","132.575","83.4057","88.8654","178.511","139.842","180.708","179.462","241.415","185.413","161.211","178.093","211.739","208.681","183.693103235144","180.656223497075","158.815164205988","160.347879755383","151.597655693884","130.897579506585","103.228868741956","42.1656332869571","42.3741875177525","48.0503822961776","46.8490968787335","44.9090705236637","36.8865920499335","34.9606142609385","37.6502080712663","47.2176863315146","49.5086224562588","47.96388283945","45.9825107861777","44.1047914942275","43.5690159331884",
"Singapore","576","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6282336447401","18.7107691367284","17.5798381502537","20.7412032741467","26.5643902035529","35.8799037576112","33.8360041712727","48.1619212311448","53.6295266833957","49.8641384567516","45.0235040663473","43.5633025136505","52.3599126820473","56.7310722928292","82.485435336277","88.4116053465636","88.8105601816806","72.1018891561048","59.4865001136937","63.647710613545","68.7581988007077","72.7854779147283","82.2434897204824","84.4733602093293","88.7357837481457","79.9359822489421","77.4903469858422","73.0328632638039","75.2088608158906","79.1838310413499","71.2545731940667","66.8609490612149","69.4420161942215","69.7647232789399","68.8337081900305","80.3005152666301","86.0014947018767","81.3293006742014","93.1400145398536","95.2143565658486","100.198880682242","96.6822537648671","94.3093448513255","87.9079779419592","86.3017041855883","93.9276506689453","104.160610023655","99.6343231239749","102.214471630863","106.255331773992","103.22760188186","99.2723713633629","99.8683657073925","97.1286525614968","94.0837443148025","91.2179018673969","88.3816569717092","85.6397113498793",
"Canada","156","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.0120230005227","28.1075842015992","27.7218868768165","27.470274702747","29.4541709577755","33.8121546961326","39.3644771164335","37.9572118702554","41.015625","40.8896877106268","38.5892116182573","33.4095305081765","30.2148973986104","36.9582992641047","42.0369104579631","45.4463480613165","44.7654717317639","42.5462281132384","41.5675075360939","39.3412625800549","37.9340531076744","37.2423596304193","37.5553334285306","39.2731535756155","42.3702793982192","44.3637511840859","44.16354556804","40.0278940027894","37.561736417988","34.8668280871671","32.1798545294247","29.9788028666599","25.1875669882101","24.6986929214055","24.4650854204677","22.6955563716489","19.3983878366865","18.7478301122555","22.8564518079574","20.9976608823369","19.2307692307692","20.7325810496149","18.4450058141866","20.7429756741467","30.6297476108797","36.2270326564011","43.4822832824498","46.8699115709311","61.9030857679221","68.1870220268352","58.3888241221917","74.0831655947764","75.5568152294575","70.664939740522","72.464733977563","64.8557759673319","62.9032258064516","57.777378169394","53.1735537190083","53.2008470434924","60.7867132867133","79.6079266993394","102.307288935501","117.86941580756","108.289241622575","105.161590327831","98.4246870953819","87.9412325892005","90.8383915022762","90.9802526240882","91.0025323998212","91.5841584158416","93.7359961032635","113.598118157966","131.709993247806","155.466576751243","153.782078249895","131.611370889928","112.966664517377","103.309523809524","87.6485029687461","76.4324936797422","69.9733606871743","67.1148891434859","68.1984162853954","66.3793222844589","58.3372726439879","57.5657731183003","63.0234449028925","64.1012380088432","64.7995835139638","67.2825959987804","66.5641992156779","65.3024040148317","61.9533783215912","58.241575169023","57.0055188976016","56.9581065687995","56.2553023015699","54.362511194136","56.6790989148724","57.825283416899","56.6242190068648","52.2700568097789","49.4455448143523","49.8195823416309","42.7866375630198","44.2483489730298","47.0634690414456","45.3651277821958","45.7186158032088","47.0221952973217","52.7686760158889","58.5137019554736","61.7912910151103","66.996684216479","71.1336416735208","71.5850386307802","71.2188110149636","72.3845604483974","74.7725150198436","81.813576304749","89.5215677958914","95.4256580091775","98.1481952340754","100.739154746833","100.828686302929","95.8591087404147","93.6704279781794","89.505761869351","81.015620589237","82.1591213501205","80.4632380087862","76.5781309167096","72.4749045239784","71.1852187905381","70.3752997811581","66.7101986078294","70.8412162039012","83.0007779161165","84.5619654585727","85.3331668563074","87.9436094249323","87.6568243372045","87.9103211676984","90.4203636081547","89.4160582809369","86.7475410075668","84.3262062317831","82.11009672052","79.8886992110921",
"Central African Republic","626","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.2677","20.3827","20.5337","24.7188","26.6152","25.1362","25.3836","26.493","24.2957","20.3587","28.7642","33.305","35.9543","41.4096","43.6978","40.355","42.2714","51.2411","51.9313","54.2027","46.8194","58.9819","59.698","68.9406","103.998","83.4799","92.1375","96.1374916337154","85.3213987349028","84.1618250933931","92.8391976913695","103.339754966493","100.52821213353","102.657153588624","103.927099553687","108.770814287773","94.7444864575583","66.4120824658745","59.1875688929881","32.4943601208446","32.3107922913947","32.9208072107278","33.0779077976409","52.2950271939483","47.625757000965","42.1408386696762","37.0710344743176","34.7140441340923","32.562286107661","31.7835362513911","30.1388587397564",
"Chad","628","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.9567","17.8159","12.8092","13.8641","18.549","24.3247","27.6848","33.8377","36.9029","47.1965","46.1946","34.9616","30.5768","29.9888","25.4085","23.4257","23.408","27.2504","26.9204","29.1685","32.3607","39.2503","48.6242","59.1066","73.6249","66.3309","65.4494","67.64","63.8787","57.9664334685204","66.0755189632869","56.2668812078127","50.3091359235449","41.0051841733037","30.2234904345733","25.6404753196538","26.2427981646733","22.1500744663824","19.954050522387","31.6682806921257","20.6610389308532","20.7109312269617","17.909485443872","18.6583796428667","24.6305090195043","25.2323104683058","23.8244449984413","20.6070795994713","19.594780762676","18.3856040942741","16.1870832321277",
"Chile","228","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.0413636363636","17.1933333333333","15.6121875","13.8235","12.6853191489362","12.3896296296296","10.6725","9.17189873417722",,,,,,,,,,,,,,,,,,,,,,,"36.803","47.5555","63.719","100.858","78.639","108.319","68.2631","58.7624","47.1517","38.7953","29.5888","19.0272","33.9579","71.4269","117.486","165.546","164.955","147.047","113.247","82.6764","43.6353116841731","37.3890940549531","30.640929598068","28.2928424729571","22.8295656950661","17.4136897287736","14.7531265349055","12.9145644829763","12.1827469729031","13.3403219776484","13.1908337634854","14.3948266434499","15.0865836459403","12.6406934075268","10.2943198822244","6.99709665701673","4.99381542505951","3.88968552836085","4.91869344877893","5.83428713410912","8.60030452339275","11.1525864499055","12.0304978768417","12.8097571790927","15.0998367507019","18.1428312316456","19.9828976770557","21.5070173226481","22.2855562255406","22.8279105925592","23.2373078045359",
"China","924","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.953241888970838","3.24431907897237","3.18110343622101","3.53276934689975","4.37840707816465","6.37733743427004","6.90837991020928","7.38964641372693","4.95413476662797","6.67711951954696","6.10405343405577","21.5908280413154","21.4161867507926","20.5523233507994","37.1210658122576","37.3844482567009","37.056420490347","37.3238316933957","37.5796191989028","37.1746039663917","35.2145604047968","34.091807535416","32.2257791859698","34.6418118053138","31.5869026023226","36.1194125714847","36.0122157708858","35.6026310337321","37.0506091025149","39.4190733225014","41.1439177172255","43.2001297631454","45.9810547281237","48.272886741936","50.0374603478961","51.0366208242797","51.447567677539",
"Colombia","233","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.1506849315068","13.5362095531587","11.5904700579524","10.6627565982405","11.1525423728814","12.7777777777778","12.2427440633245","12.6654820079964","11.2305465074195","15.6117647058824","14.1032258064516",,,,,,,,,,,,"6.55610888169028",,"5.51837589262347","7.21869761020348","9.35664395804903","9.30466289547411","8.69522328920395","9.4647237469363","9.15201886102555","9.68577141511854","9.95499346822442","10.7806716547672","11.6332137203868","12.0919047167406","20.772","19.8055","18.7643","19.4031","17.5886","14.7844","13.0411","14.4253","12.4449","13.9408","16.2285","20.1716","25.1173","30.5112","35.1289","38.333","35.1893","33.2872","34.813","33.2014","30.2158","29.2086","25.5827","28.3411","23.1353144399254","25.0989302152003","27.2765417695895","33.7623396159403","37.7421927686329","34.8478297649148","37.5889226240119","44.7485804189778","41.2140953098638","38.2835084344427","35.7542406926444","32.4688198940172","32.1441141660426","35.1712798918141","36.4391721785691","35.6342395900054","34.0705518890148","37.7952889488166","44.2816347797989","50.9342039354301","48.9172794697549","47.6093862006225","45.8680118381538","43.7959494654439","41.5378468002107",
"Comoros","632","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.3218","79.5624","99.5755","115.873","100.675","98.5786","94.1671","85.8071","173.839808989691","160.370328743826","157.151642589644","147.544062331221","148.902918343424","131.739369404946","128.446820571537","121.39951523875","117.321847131668","107.860559214545","101.93893441198","89.7048525710869","81.6655598570678","74.8237357311266","72.7969720409301","67.5263147548655","65.6512202443311","61.7942236391898","57.4885045365293","53.5267043482063","50.3242044927246","46.1320131206595","42.5409785323337","18.1456775692401","24.5013382461619","24.6699776618575","25.6820842101774","26.0404850038896","26.0329540946488","23.6212752756811","21.8604618266101",
"Chad","628","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39725911943.8922","45376988090.0591","50995661093.4983","57321953806.95","59764704394.3904","61566117959.4604","69126056940.9467","82345865727.2378","91222755459.2017","95971641945.1988","108588931862.518","124507672917.424","153469935157.177","158975844705.888","174998693699.778","191330447473.981","162668749637.274","166129782538.089","251026276132.989","283844606346.029","352321749835.377","435069208634.603","441746041333.118","419240588472.885","412379294125.242","477902787895.416","483334787378.954","497141119399.612","510381618140.736","499179358043.622","466681315869.143","741299964964.324","816756166055.456","930503121416.178","1020296984305.59","1164874896322.71","1069308499610.58","1115968742929.9","1417998276981.48","1567753446657.54","1799591413735.01","2639318015726.28","3505903000000","3880944000000","4140247589283.97","4635650285450.63","4369368423285.69","5278516425019.83","5736183821294.52","6314306046121.11","6396556023878.98","6883618085067.5","6894540763360.81","7547080945571.38","8576170351280.95","9216106353325.86","9978510082227.29","10443919671271.4",
"Chile","228","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22000000000","27000000000","32000000000","40000000000","47000000000","54000000000","68000000000","79000000000","110000000000","130000000000","160000000000","200000000000","260000000000","350000000000","560000000000","1000000000000","2000000000000","2000000000000","3000000000000","4000000000000","4270000000000","4790000000000","5650000000000","8660000000000","13130000000000","18400000000000","26280000000000","34120000000000","47290000000000","68600000000000","102448486.967795","132180481.285587","244096529.63985","1193826700.48915","9575700819.90157","36898634326.0598","133947144895.715","299557751991.054","515519179293.16","829513693594.015","1119315426768.81","1325274720426.87","1289880754858","1621517447697.23","1970949538595.49","2760569141346.64","3559271149056.22","4773992065284.7","6284576617007.8","7887780880040.53","10016478000000","13204561000000","16701928000000","19919310000000","23891094000000","29072351000000","32023551000000","35571939000000","37532660000000","38279241000000","42070396000000","45261601000000","48296534000000","52614139000000","60507601000000","68884042000000","82044442000000","90427773000000","93815503000000","96313789000000","110868330000000","121231538000000","128985674000000","137032393000000","147165717000000","156133737156265","164123572136431","173105562580494","183197997322491","194551595191756","207537476292848",
"China","924","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117087473254.723","125645158587.88","148129458028.685","174831473812.26","190306621456.385","180719976339.122","175544614256.69","197427838180.047","229498782738.114","247194853480.606","256536993302.635","277197690749.827","284227217987.777","305356550584.166","299895932323.961","326200627002.782","371364572778.756","413884218542.945","463095471473.65","498338575672.818","542328124688.78","607458284209.751","734336172276.012","918528619154.796","1046806553282.63","1228498021360.08","1532520783842.88","1731130000000","1877430000000","2189550000000","2706830000000","3552430000000","4845960000000","6112980000000","7157230000000","7942950000000","8488370000000","9018770000000","9977630000000","11027040000000","12100200000000","13656460000000","16071440000000","18589580000000","21765660000000","26801940000000","31675170000000","34562920000000","40890300000000","48412350000000","53412303892539","58801875587184","63613900000000","69238048789926.4","74208234414333.9","79540923752321.8","85692358539947.8","92900236599408.5","100817073553644",
"Colombia","233","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1241000000","1298000000","1553000000","1705000000","1770000000","1728000000","1895000000","2251000000","2763000000","2550000000","3100000000","3780000000","4450000000","5300000000","7860000000","8940000000","9650000000","10734000000","12758000000","13249000000","14862000000","17810000000","20683000000","23650000000","26747000000","30421000000","49184301771.3754","64795469408.4895","80917991016.2393","86785417299.2513","109560525958.929","123459448788.299","138633943297.419","162383203575.808","189612264763.469","219067224068.735","267556388970.043","344786933910.604","453081297467.345","569864757864.191","717512852643.395","994331425042.521","1263050898202.88","1644424684738.64","2192945224649.56","2753486148647.71","3468009425206.84","4241294351684.48","5355656257724.11","6896144972876.45","9426466279110.19","12254496706388.6","16291377894981.5","21006544111454","28333602490553.6","36567744819461.3","46944644234230.9","61488317378565","81216000000000","101548000000000","121117000000000","146368000000000","168949000000000","182275000000000","208531000000000","225851000000000","245323000000000","272345000000000","307762000000000","340156000000000","383898000000000","431072000000000","480087000000000","504647000000000","544924000000000","621615000000000","664473000000000","710257000000000","756152000000000","782979894939346","829346195742464","884593982051734","946971230029294","1.01525439316782E+15","1.08925330724693E+15",
"Pakistan","564","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.4177777777778","14.6238532110092","15.5616438356164","17.6745283018868","16.9383259911894","17.796992481203","19.887323943662","21.4928571428571","20.0888888888889","19.5373563218391","19.5945205479452","20.8244820704382","23.9821571189654","26.673425458184","28.3715683978725","31.3525431054791","32.457405882141","34.4428696095803","36.4462644439801","47.90775","51.67525","91.07394","74.95815","63.83775","52.76964","56.17273","57.51933","55.66193","60.18154","54.25191","48.20575","54.88519","54.5555","54.23666","60.1875","69.97825","72.07623","72.92385","75.47948","78.7673",,,,"119.690885394536","111.520265124922","73.3113347058153","74.1560370821999","74.8091476907573","81.0623773770592","82.8464184038064","85.2420201201404","79.3988498608116","73.4905998055565","66.3440262541388","63.5040821139457","54.3951876377302","52.5862922308402","57.924559952178","59.1290173367409","61.4635237309909","59.5262087529081","63.9607684971606","64.8096762845517","64.8733937796592","64.7299525469401","64.3726026285343","62.8349656778018","61.1699427835923","60.4131471608188","59.1563372269235",
"Panama","283","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.1296928327645","13.5179153094463","13.3132530120482","15.3314121037464","14.2558746736292","10.8376963350785","15.6435643564356","21.0096153846154","20.5387931034483","19.980198019802","19.695885509839","20.0397329358404","18.6685156305866","17.8756347905809","17.785441060722","17.9836621174972","23.212391858607","20.6732","22.4196","28.7659","32.5916","37.6312","52.6431","69.7487","77.6773","83.1467","78.8762","69.4071","68.6935","74.3842","80.8899","81.8438","81.3655","81.1828","88.857","105.639","105.586","96.2791","115.751163515678","101.83892100238","93.2691248477635","87.47889273754","85.5861918824671","72.5966252239302","67.1214795715986","64.8279899382575","61.495945462322","59.753280839895","64.4766461994495","63.539486978912","62.9755203661893","65.5453105619459","66.1579169606155","61.0398552838887","52.8996280876699","45.3767338783769","45.4397586300908","44.0918836966991","43.7863877569754","42.6154901040817","41.6839099982812","45.5881132425303","47.522305661796","47.4667479112332","45.4549325767525","42.7080640079881","40.6685202431947","38.6467306777863",
"Finland","172","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3069217900","3069217900","3309047650","3171532460","3330217530","3317550710","3459290150","3307509040","2897841450","3290097180","3700000","3900000","4200000","4600000","5000000","5000000","5400000","5200000","4500000","4300000","4700000","4800000","5100000","5100000","5100000","5000000","4900000","4800000","5100000","5600000","6000000","6300000","6100000","6200000","6400000","6600000","7200000","8000000","8800000","9000000","9700000","9400000","9200000","10100000","10400000","10900000","11600000","12300000","12500000","12900000","13300000","14100000","15200000","16000000","15700000","17300000","24300000","37700000","54000000","85800000","137000000","161000000","177000000","190000000","201000000","217000000","226000000","253000000","273000000","265000000","240000000","213000000","215000000","231000000","261000000","275000000","303000000","357000000","385000000","374000000","429000000","531000000","658000000","843000000","946000000","1460000000","2190000000","2970000000","4100000000","4440000000","5470000000","8280000000","8150000000","9040000000","10100000000","11100000000","12200000000","13200000000","14200000000","16000000000","2808181900","3183149400","3408337900","3701481600","4174914800","4617144100","4949986200","5429660200","6224840800","7105138900","7929789900","8712315500","10162952400","12371325100","15611508400","17885756100","20234992200","22333127100","24719085600","29877613138.3875","34518503379.0971","39012970365.4007","43897899363.4534","48884597715.6322","54669873958.8618","59473802858.7325","63985923712.5886","69086852972.46","78250248694.9977","87457259855.018","89316000000","85217000000","83003000000","83914000000","88404000000","96064000000","99131000000","107380000000","120382000000","126923000000","136261000000","144437000000","148289000000","151569000000","158477000000","164387000000","172614000000","186584000000","193711000000","181029000000","187100000000","196869000000","199793000000","202743000000","205178000000","207342620720.371","212107421930.606","217964540794.112","224725863076.553","232303716377.362","240843895721.02",
"France","132","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,"7378400000","8895100000","10593900000","9553700000","8865800000","8965600000","9267800000","9045400000","10081700000","9817400000","10217600000","10283800000","10449000000","10498100000","11322700000","11422000000","11082400000","11581200000","11440500000","11581900000","12196900000","12452200000","11966900000","12920800000","12546400000","13465900000","14067400000","13745300000","13611900000","13866000000","14013300000","14924900000","17352200000","12991700000","14086800000","14278900000","14154200000","15986300000","16285700000","18396300000","18487800000","20011100000","19946700000","18473700000","17814900000","20684000000","21260100000","21933600000","21746200000","21739600000","20910000000","22727000000","22536200000","25040400000","25335400000","2395900000","2368200000","2495500000","2422000000","2599300000","2623700000","2460400000","2562300000","2496400000","2294700000","2540900000","2649400000","2785000000","2724300000","2603100000","2510000000","2522600000","2514400000","2568400000","2742600000","2892800000","2933100000","2869800000","2815100000","2840800000","2716600000","2875800000","3042000000","3190000000","3257100000","3280600000","3093800000","3188000000","3389100000","3307100000","3321500000","3561500000","3874100000","3732600000","4010100000","4091400000","4508900000","4936000000","4957100000",,,,,,,"17537100000","13372900000","15563600000","18896100000","21728800000","24794500000","32376600000","30450600000","33036900000","34642600000","33408300000","29878500000","26622400000","24874000000","22999000000","20441200000","24631800000","34676400000","41395200000",,,,,,,,,,,"88100000000","102000000000","125000000000","147000000000","153000000000","162000000000","173000000000","193000000000","216000000000","249000000000","267000000000","297000000000","323000000000","361000000000","405000000000","449000000000","483000000000","523000000000","565000000000","615000000000","701000000000","783000000000","872000000000","981000000000","1114000000000","1278000000000","1452000000000","1678000000000","1885000000000","2183000000000","2481000000000","453211000000","511673000000","587952000000","652816000000","709648000000","760509000000","817854000000","859827000000","929444000000","1001897000000","1058627000000","1097112000000","1136841000000","1148404000000","1186345000000","1224967000000","1258950000000","1299739000000","1358776000000","1408159000000","1485303000000","1544629000000","1594259000000","1637438000000","1710760000000","1771978000000","1853267000000","1945670000000","1995850000000","1939017000000","1998481000000","2059284000000","2086929000000","2116565000000","2132449000000","2177504875530.29","2225976974700","2288434046373.61","2356315011857.63","2434610202530.97","2517695863837.08",
"FYR Macedonia ","962","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12407931042.711","62244805845.514","154030250638.653","178345334771.19","185628708233.008","195606534002.044","205028838971.721","219918442669.729","248646000000","252393000000","258581000000","268693000000","280787000000","308447000000","334839000000","372889000000","414890000000","414622000000","437297000000","464186000000","466703000000","499560000000","525843000000","549181786753.53","574463241022.623","602440269630.921","633388086391.975","668263677706.276","707530558746.436",
