"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Germany","134","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12876000000","14013000000","16627000000",,"19544000000","18242000000","17966000000","17414000000","17874000000","16678000000","16902000000","17330000000","17489000000","18014000000","18540000000","18731000000","18935000000","19280000000","20716000000","22749000000","23676000000","22624000000","24061000000","24357000000","24361000000","25254000000","26979000000","28714000000","28714000000","31761000000","32448000000","31617000000","31928000000","34402000000","36284000000","38878000000","40643000000","42976000000","42441000000","44358000000","45785000000","48106000000","51563000000","52440000000",,,,,,,,,,,,"67346000000","65472000000","80466000000","83964000000","79491000000","71862000000","58484000000","50782000000","56764000000","64604000000","72015000000","78941000000","87862000000","97990000000",,,,,,,,,,,,"55612204147.2311","67954244592.809","77621377484.9149","83592248278.8787","89961180392.2525","102812758925.55","113162287900.629","123056869821.331","131472969768.129","142391135605.542","162004252551.388","177524471081.227","193082156127.292","204636689272.894","224871825517.118","245738502846.54","261290814534.349","264566113210.911","285400681049.966","319475546611.267","361406915238.169","401251036332.075","440517251928.965","490893677840.622","526579570934.864","549431728638.343","599669133195.981","639695262509.951","686930119402.789","743065214753.7","788420475612.715","822976864838.631","855476326134.433","897026270322.737","941044528027.178","982491625818.976","1038954297500.61","1072996454743.99","1129767665615.14","1201554450376.12","1312450814544.51","1579800000000","1695320000000","1748550000000","1830290000000","1898880000000","1926320000000","1967090000000","2018230000000","2064880000000","2116480000000","2179850000000","2209290000000","2220080000000","2270620000000","2300860000000","2393250000000","2513230000000","2561740000000","2460280000000","2580060000000","2703120000000","2754860000000","2820820000000","2915650000000","3029896156935.85","3106328466439.57","3180991171525.85","3259158080533.09","3342624899107.02","3429437539142.65",
"Ghana","652","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"260529.337351771","175209.225391952","203045.221170197","260151.230063802","294990.288019137","261939.082947693","300776.309920804","341754.133790841","375913.860837759","416535.189787905","466978.893492371","582849.60595278","775967.44682275","879685.062300256","1120582.90731683","1858592.68505515","3493767.86242384","4700088.72081663","7134039.09383033","5955839.64731967","10083738.9792075","10809695.2245027","28963327.842944","43716405.3178256","60093524.6617397","103127336.100848","146230888.137289","200061331.989942","288173536.611881","408718497.650083","491765032.833637","576460009.24585","751026168.677564","1007642933.78519","1501395155.9647","2173460635.27822","2754579454.72331","3376936544.27597","4011644620.64842","5325571501.87919","7513802690.02746","9695351595.60304","13093544402.4332","15777146296.4538","18705084635.6508","23154448155.8949","30178597963.6357","36597591953.1282","46042100052.6074","59816320867.6003","75315365265.3879","93415886305.5281","113343697367.974","134073449942.039","154449598618.43","183196306249.323","211778350712.592","239273233992.601","266672427408.47",
"Cabo Verde","624","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.2989","48.6308","58.4994","64.2281","75.583","63.9725","58.8719","53.8083","55.152","52.1879","53.8622","54.831","56.3227","71.9424","70.8103","72.9907","89.5139693357596","82.2277842758708","69.967778256067","82.636759116276","79.9138419974103","82.5518984450079","81.3588947075117","83.7445725273639","85.3385786111955","77.7269195501384","64.9809576274891","57.4222023091781","65.1745889328225","72.4295025265568","78.8143231319752","91.1115917642772","100.690233219817","114.007509396854","124.680505667926","123.346593588227","120.942681687306","114.596441904478","108.123751438212","100.6015987265",
"Cambodia","522","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.1508601185027","31.5762083298998","37.1833039551982","34.7369614166973","35.2345534345757","34.8688121372205","39.7483214411204","43.0994188915062","42.7034131843288","37.4267344369909","32.8515434294315","30.5214232851723","27.759976250197","29.1456474225219","29.3667854037475","30.2982019040308","32.0510233092129","33.0024835482205","33.8765969823103","34.2561546135896","33.92951789191","33.250955644279","32.4333445865296","31.5040486212613","30.30940087404",
"Cameroon","622","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.3509","15.9797","14.5387","14.7434","14.4665","16.9364","21.1562","30.0351","32.2376","33.138","31.1474","27.9938","27.8492","27.8684","25.0216","27.3104","28.1014","28.6743","29.3577","38.9828","46.0683","49.12","60.9502","59.3726","103.181","114.162","98.321","94.5099","102.115","91.663","82.9906362710336","70.8069905642488","64.2949461828378","60.2677882454101","61.6217438130306","51.5456743775817","15.8627496972129","11.9564715117081","9.71500979461565","10.0920723420925","11.5272433120148","13.2446506032736","15.4286937043971","18.6573749637036","25.3629492423464","32.1566960994492","35.0925557172469","37.1826430650674","38.4775968203595","39.2770022632065","39.7658442326931",
"Bosnia and Herzegovina","963","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5014643464.06568","5923908231.93623","4089505175","4453505136","4351021542","4059496702","4077381911","4388008648","4127681464.18","4097164329.17","7717011668.89","8690046294.89","9716614038.08","10237060992.978","11210248474.398","10922576746.868","11989024821.388","12455539905.6874","12868437048.0252","13211262918.5601","13586484048.7929","13814510243.5888","13864510240.3561",
"Botswana","616","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2422800000","2425300000","2426200000","2917400000","2917400000","4489390000","4689200000","3893400000","3656510000","5693640000","5693640000","13938450000","18789820000","21296080000","21901930000","22670910000","20937740000","19308730000","19147540000","18452230000","17588130000","16747430000","15906630000",
"Brazil","223","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5795800000","5302800000","5440600000","5395600000","5340800000",,"5395500000","5933000000","6180600000","7098900000","9800700000","7993800000","8614000000","9050200000","11944600000","13111900000","13870400000","15321800000","17376000000","18343100000","24662600000","31485900000","38084500000","39090400000","23491200000","22722500000","25862500000","28948300000","25406600000","46700000000","56600000000","70100000000","88000000000","128600000000","179100000000","240800000000","327800000000","351600000000","765600000000","1014900000000","1910700000000","3726500000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"786134647390.453","921735807590.596","1173131231729.59","1268242955497.64","1371930172131.33","1488698749183.52","1586506975147.9","1733982811663.62","1923972304317.9","2164606844937.18","2449829860770.43","2678501510608.09","2994570848132.6","3209247408322.94","3600866627908.67","4086277573836.12","4577215955049.9","5017382018181.17","5472913295342.83","5917965007685.06","6327276508809.73",
"Brunei Darussalam","516","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120000000","140000000","213000000","192000000","208000000","496000000","500000000","500000000","500000000","500000000","500000000","500000000","500000000","500000000","500000000",
"Bulgaria","918","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1092800000","1114800000","1256000000","1639900000","1860000000","2756600000","3897800000","4664100000","5788700000","5404400000","5056300000",,,,"18199900000","39969900000","22598200000","23276200000","22630900000","22951000000","22318100000","21840400000","22425200000","22207100000","21778900000","22864000000","26000000000","29571000000","40774000000","53000000000","82964200000","119131000000","162049100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17813393380","19701505587","20627193564.63","20779789584.96","18194028455.31","16643800759.4","15559054066.5094","13386541298.4693","12119967936.6215","11167242922.7423","10709896676.622","10640875710.835","10532150327.24","11629165147.2949","13673568414.203","14118510123.7","22102337658.53","23749445562.0985","25125026922.556","26189173251.7124","26954701118.1928","27328336998.962","27308518829.4077",
"Burkina Faso","748","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1087740579000","1090266030000","1171240905000","1270815298800","687147100999.999","822040674215.741","943112751716.24","1126036152649.8","1303902279082.77","1508155530307.89","1616010033770.08","1728935674923.4","1759957653702.86","2177579931596.99","2282860662788.99","2569302411570.31","2883886527808.4","3266397116121.84","3644048447216.87",
"Burundi","618","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"559000000","840000000","1064000000","1315000000","1646000000","1700000000","1793000000","765000000","1782800000","2037300000","2103000000","3451000000","4479400000","6068200000","9070200000","13949400000","16826000000","20978000000","25572000000","44723000000","55687000000","64199000000","81829000000","100472000000","132515000000","162507000000","154329000000","171582000000","231387000000","268231000000","279390094440.581","292435686564.138","366466237477.824","420643563017.205","555304946697.121","686181706770.128","855742851565.848","927327812227.209","1222029379810.45","1460675801857.93","1740324169734.09","1655054067200","1706208287000","1901725720000","1959208602529.26","561118632466.056","1007519196165.6","1102622536411.31","1343971127252.45","1385991588044.45","1461430673815.25","1614019016852.59","1580675324495.16","1636956385225.07","1643980424794.84","1672261490330.92","1724342327486.81",
"Cabo Verde","624","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45018017374.0465","46373698911.0465","47228644924.7318","58288398167.4883","60612832986.2967","65708543533.5915","70855527324.2193","76049571898.7329","82514019485.8474","84506545491.7926","79259694453.4111","77346765109.5539","88558634172.2641","100364487855.118","116585299349.743","136987049401.238","153693466647.406","175749928388.839","202909781004.513","213213819114.916","222129561593.169","224483606003.552","226314729344.942","225045546140.304",
"Cambodia","522","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2774458204823.4","3203510178843.71","4358001536230.91","4646441366030.48","4961954693743.32","5451117425458.26","6669982806306.58","7988548184808.13","9154902770871.97","9638990254872.19","9806016473495.2","10695372310938.3","11650413819009.5","12549163226607","13816480858155.5","15775877649343.3","18167023046042.3","20417345828503.5","22638067623443.5","24927309632145.3","27158378324341.2","29296826269107.1","31549002124209","33796109370750.1","35866101127398.9",
"Cameroon","622","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5487660683721.89","4999993174347.18","4875535374133.99","4771400795389.12","5135483000000","4510040325340.89","1489115627825.86","1170810331593.68","1014619010282.91","1114197958947.07","1348651175675.35","1661634130734.9","2085139615553","2725294806239.11","3978436423759.52","5407802164914.31","6340137931271.44","7233451416161.51","8058869501583.03","8864318676715.5","9659913640926.06",
"Canada","156","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94000000","109000000","112000000","111000000","116000000","124000000","134000000","143000000","153000000","166000000","165000000","168000000","182000000","186000000","190000000","187000000","226000000","246000000","252000000","251000000","260000000","262000000","258000000","260000000","262000000","263000000","268000000","276000000","281000000","283000000","287000000","289000000","288000000","292000000","297000000","282000000","291000000","295000000","309000000","296000000","324000000","378000000","386000000","389000000","463000000","460000000","550000000","750000000","974000000","1410000000","1871000000","2638000000","2978000000","2955000000","3018000000","3199000000","3219000000","3262000000","3240000000","3237000000","3213000000","3217000000","3266000000","3477000000","3736000000","3902000000","4116000000","4298000000","4523000000","4561000000","4609000000","4789000000","5114000000","6109000000","7585000000","9622000000","12556000000","15605000000","18443000000","18277000000","17732000000","17520000000","17356000000","17305000000","17580000000","18182000000","18288000000","18679000000","20044000000","19815000000","20483000000","23220000000","25065000000","26389000000","28399000000","30516000000","32142000000","33380000000","34586000000","37892000000","40610000000","43799000000","46595000000","52144000000","58078000000","63500000000","68731000000","77645000000","88172000000","87222583119.083","99687522442.461","117606122658.445","129426014849.814","146664183969.953","172955949431.551","204531824185.503","245623183951.407","283464356570.372","332044433702.826","372019691467.329","408278697512.876","445537289416.823","485796683382.455","516500867926.522","570144086824.061","638568085676.229","707670000000","772018000000","832321000000","861931000000","864051000000","877439000000","896709000000","889686000000","932368000000","950229000000","952501000000","960249000000","1004217000000","1046423000000","1044615000000","1166028000000","1300628000000","1406060000000","1510409000000","1610448000000","1660009000000","1736075000000","1794389970143.06","1830892008120.42","1863609111937.97","1897387989588.71","1930648988474.7","1958870516014.49",
"Central African Republic","626","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"544172673749.901","517389319953.495","537513700355.198","583238547994.485","679771834928.323","674809847002.817","662252890555.723","690055044775.402","767286149620.79","723576367526.74","540320000000","526213000000","304065000000","317818000000","341069000000","366402000000","397288000000","405602000000","402300000000","399000000000","420535346263.557","441107017137.558","473603580912.796","489132971250.634",
"Chad","628","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"619840000000","737382138359","797863406038.001","788723212425.002","737925773569.001","797694028021.001","898930193446.001","1018468300804","917067924119.001","924999999999.998","1383703856759.22","1090596333544.83","1188017086280.41","1130859722211.59","1193493707004","1695470173310.78","1739651930775.1","1798050148865.5","1767298250874.72","1805875834789.26","1834609358225.53","1690565969885.26",
"Albania","914","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242298445578.805","277501326339.641","306375513053.278","323752069159.567","341522000000","391308000000","408300000000","423962147850","468050000000","494737000000","516993520680","595816251216.8","682552486295.8","715517303597.647","772734926600","828268286320","956582403400","1015578892800","1069560319417.6","1087064862119.29","1090036190773.26","1091314513368.36","1083463151968.92","1063710872729.32",
"Algeria","612","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"671029200000","676259280000","880727409588.48","1463245368000","2329700000000","2522400000000","1942110422000","2062385646000","2664141500000","2590105240000","2462858780000","2473208133200","2339115393600","2265696791000","2058221580000","2283979032800","1303320720000","974312457600","1077985778200","1398577700000","1444307943400","1611773644100","1377702421100","1511969184043.22","1724757335418.12","2482623424945.54","3940209028463.3","5139324918430.53","6203265766732.24","7109953454116.37",
"Angola","614","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95829724173","201157826167.8","385966882189.8","686017681128.521","828216077854.235","948868669392.348","628742614529.015","761640774420.074","1049523881818.31","2986976190353.19","2939850726380.49","3074166101580.68","3156252145112.61","4344017036606.76","5370535071924.13","7015705960914.43","7772801058847.38","8655874181923.34","9339072825401.35","9847797946625.41","10204517291621.3",
"Anguilla","312","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36951528.81","44184285.51","52055135.32","53552839.97","86848715.6","107927663.43","107724203.28","134656811.66","147288007.23","191481214.07","235084096.01","230583653.65","234010214.28","231627438.47","236614062.185117","238100408.076136","227134377.550886","214522120.29432","204568655.210008","191372159.855566","180611808.622488",
"Antigua and Barbuda","311","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1216633025.74748","1288571451.65617","1287119030.54135","1302587303.26146","1426830996.58568","1532512843.80788","1568600000","1599182413.75022","2016488934.01","2163955229.42325","2345724023.27105","2549304961.40305","2777117542.84305","2892119690.4156","2983079470.74685","2558000000","2785000000","2757000000","2811000000","3337439640.99608","2783330052.38227","2819857911.22715","2834668500.01184","3055619476.41143","3310551180.65258","3662175604.2","3627159569.36035","3586073323.41304","3546106202.03412","3496273264.34605","3440236598.43987",
"Argentina","213","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1495000000","1644300000","1758300000","1980700000","2025500000","2019900000","1932000000","2023000000","2187600000","2184100000","2337500000","2275000000","2398500000","2563900000","2985700000","3196200000","3530300000","3808600000","3849300000","4078600000","4063200000","3886800000","4363100000","4262600000","4793700000","5241700000","5594800000","6421200000","7090200000","8924800000","10042500000","11242600000","13435600000","14462900000",,,,,,"45247400000","55095500000","61572500000","73395300000",,"103970000000","146153900000","168520400000","185527400000","236338000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63250000000","71112000000","81820000000","88711000000","99046000000","103718000000","114134000000","123366000000","129750000000","144222000000","513992640000","523790240000","568149120000","461122377090","499801080850","546794788144.5","603609782961","672324426660","709031936086.8","826854907524.36","1032341387360.65","1369913280445.71","1998020236472.16","2729666252820.23","3558085551551.31","4536434625674.9","5927853329636.53","7591240609652.08","9641994151716.93",
"Armenia","911","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"269653815398.259","374041810441.546","431731101499.921","386986877007.915","405952122947.961","444761125133.41","519170442713.322","534175867705.428","504306634252.926","459054039074.573","429848317475.338","448757117764.378","522066105511.032","1072427328183.59","1167512390992.94","1348391396389.39","1556270418388.92","1729259049580.54","2001331940378.29","2359114123941.76","2626845353564.05","2845255526043.77","3094822871925.79","3312836086990.46","3550309262693.39",
"Australia","193","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504000000","542000000","570000000","588000000","606000000","641000000","664000000","695000000","714000000","745000000","833000000","906000000","963000000","329600000","371700000","446300000","523300000","654500000","694200000","766900000","816500000","873200000","894400000","923000000","952000000","1002900000","1032400000","1083800000","1093000000","1100500000","1155900000","1187800000","1204500000","1222400000","1255700000","1262800000","1275000000","1195300000","1215300000","1261300000","1346500000","1549100000","1926000000","2287100000","2550200000","2714700000","2767100000","2790200000","2828000000","2909400000","3060500000","3264500000","3439100000","3606800000","3749400000","3888600000","3991900000","3982800000","4249600000","4317600000","4422600000","4541000000","4717100000","4931500000",,"10639000000","11209000000","11917000000","12513000000","13205000000","13492000000","14035000000","14744000000","15306000000","17770000000","20338000000","21799000000","25067000000","29418000000","30972000000","31479000000","32225000000","37916000000","46201000000","55311000000","63846000000","67915000000","63264000000","57236000000","68077424439.1972","89980498819.3625","119506500000","139396500000","153145500000","159276000000","159168000000","148467500000","143642500000","143917000000","134016500000","124955000000","117437000000","109471000000","106490000000","104687000000","103336000000","109502000000","145040500000","210924500000","278186500000","352523000000","418452500000","479268500000","542259416888.317","588974652573.108","638585569285.708","675464267034.899","692465694257.945","704374169413.474","710562424464.927",
"Austria","122","Gross Government Debt","GGXWDG","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287100000","1727400000","78809600000","96000000","2085500000","2232100000","2180500000","2207000000","2422100000","1884200000","1865800000","2229200000","2262000000","2816200000","3287800000","3519300000","3691600000","3394800000","3495100000",,,,,,,,"2721700000","13915000000","12834300000","11285500000","10985500000","11495600000","10594000000",,,"13353800000","12745800000","13020100000","10957400000","16167300000",,"22341000000","22349000000","23017000000","25062000000","26611000000",,"29277000000","34579000000","39841000000","43604000000","47071000000","46847000000","49858000000","56251000000","61395000000","100367000000","133782000000","164581000000","199167000000","230719000000","261181000000","295278000000","341581000000","411581000000","416192000000","469788000000","525616000000","616870000000","697526000000","746673000000","76919820918.0592","82763346872.6931","87269888564.5259","97551599120.8644","107640301422.723","119834000000","123776000000","119001000000","124559000000","135123000000","140420000000","146328000000","150019000000","151286000000","156501000000","172842000000","178658000000","182984000000","200024000000","228166000000","242442000000","253293000000","258526000000","260977000000","278089000000","290402095776.77","295602311627.206","299714518848.439","303196083375.72","306132888514.86","309474644095.181",
